Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches,-9999
2260,Julian Ryerson,no NOR,DF,Dortmund,de Bundesliga,25-180,1997,15,15,1241,13.8,1,1,2,1,0,0,2,0,0.5,0.5,1.2,1.7,45,45,55,0.07,0.07,0.15,0.07,0.15,0.03,0.09,0.12,0.03,0.12,Matches,009a4f60
2261,Frederik Rønnow,dk DEN,GK,Union Berlin,de Bundesliga,30-285,1992,27,27,2430,27,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0.04,0.04,0,0.04,0,0,0,0,0,Matches,a70b8345
2262,José Sá,pt POR,GK,Wolves,eng Premier League,30-119,1993,35,35,3150,35,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,903b6e8b
2263,Youssouf Sabaly,sn SEN,DF,Betis,es La Liga,30-072,1993,20,16,1455,16.2,1,1,2,1,0,0,2,0,0.5,0.5,0.8,1.2,36,65,58,0.06,0.06,0.12,0.06,0.12,0.03,0.05,0.08,0.03,0.08,Matches,fbbb9269
2264,Halid Šabanović,ba BIH,DF,Angers,fr Ligue 1,23-267,1999,12,5,427,4.7,1,0,1,1,0,0,1,1,0.7,0.7,0,0.8,2,16,14,0.21,0,0.21,0.21,0.21,0.15,0.01,0.16,0.15,0.16,Matches,8299e363
2265,Abdelhamid Sabiri,ma MAR,MFFW,Sampdoria,it Serie A,26-169,1996,18,12,1068,11.9,2,0,2,1,1,2,5,0,3,1.4,1.4,2.8,7,49,54,0.17,0,0.17,0.08,0.08,0.26,0.12,0.38,0.11,0.23,Matches,4830e0af
2266,Marcel Sabitzer,at AUT,MF,Manchester Utd,eng Premier League,29-060,1994,11,7,627,7,0,1,1,0,0,0,1,0,0.7,0.7,0.9,1.7,8,38,26,0,0.14,0.14,0,0.14,0.11,0.13,0.24,0.11,0.24,Matches,e280527c
2267,Marcel Sabitzer,at AUT,MF,Bayern Munich,de Bundesliga,29-060,1994,15,7,628,7,1,1,2,1,0,0,2,0,1.1,1.1,0.4,1.4,7,52,19,0.14,0.14,0.29,0.14,0.29,0.15,0.05,0.2,0.15,0.2,Matches,e280527c
2268,Falaye Sacko,ml MLI,DF,Montpellier,fr Ligue 1,28-015,1995,32,26,2310,25.7,0,3,3,0,0,0,3,0,0.3,0.3,1.1,1.4,43,68,66,0,0.12,0.12,0,0.12,0.01,0.04,0.06,0.01,0.06,Matches,6388e356
2269,Umar Sadiq,ng NGA,FW,Almería,es La Liga,26-103,1997,3,3,240,2.7,2,0,2,2,0,0,1,0,1.5,1.5,0.2,1.6,5,2,7,0.75,0,0.75,0.75,0.75,0.55,0.06,0.61,0.55,0.61,Matches,686cbe7d
2270,Umar Sadiq,ng NGA,FW,Real Sociedad,es La Liga,26-103,1997,2,1,82,0.9,1,0,1,1,0,0,0,0,0.5,0.5,0,0.5,0,1,6,1.1,0,1.1,1.1,1.1,0.5,0,0.5,0.5,0.5,Matches,686cbe7d
2271,Alexis Saelemaekers,be BEL,FWDF,Milan,it Serie A,23-323,1999,27,14,1329,14.8,2,2,4,2,0,0,1,0,2.3,2.3,3.1,5.4,49,49,131,0.14,0.14,0.27,0.14,0.27,0.15,0.21,0.36,0.15,0.36,Matches,ee251371
2272,Wesley Saïd,fr FRA,FWMF,Lens,fr Ligue 1,28-027,1995,19,6,609,6.8,5,0,5,5,0,0,2,0,3.1,3.1,0.9,4,16,24,57,0.74,0,0.74,0.74,0.74,0.46,0.13,0.59,0.46,0.59,Matches,90fcf472
2273,Allan Saint-Maximin,fr FRA,FW,Newcastle Utd,eng Premier League,26-065,1997,22,11,1028,11.4,1,5,6,1,0,0,1,0,1.5,1.5,3.8,5.3,80,61,105,0.09,0.44,0.53,0.09,0.53,0.13,0.33,0.47,0.13,0.47,Matches,2b16cb1a
2274,Théo Sainte-Luce,fr FRA,DF,Montpellier,fr Ligue 1,24-208,1998,6,5,381,4.2,1,1,2,1,0,0,0,0,0.4,0.4,0.6,1,3,13,29,0.24,0.24,0.47,0.24,0.47,0.1,0.15,0.25,0.1,0.25,Matches,93c942fb
2275,Samuel Sáiz,es ESP,MF,Girona,es La Liga,32-114,1991,8,1,240,2.7,2,0,2,0,2,2,1,0,1.7,0.1,0.2,0.4,5,17,18,0.75,0,0.75,0,0,0.64,0.08,0.72,0.05,0.13,Matches,13e0eb29
2276,Bukayo Saka,eng ENG,FW,Arsenal,eng Premier League,21-253,2001,36,35,3032,33.7,13,11,24,11,2,3,6,0,10.9,8.7,8.1,16.9,168,104,492,0.39,0.33,0.71,0.33,0.65,0.32,0.24,0.56,0.26,0.5,Matches,bc7dc64d
2277,Hamza Sakhi,ma MAR,MF,Auxerre,fr Ligue 1,26-343,1996,25,18,1623,18,1,2,3,1,0,0,1,0,1.7,1.7,3.1,4.8,42,131,74,0.06,0.11,0.17,0.06,0.17,0.1,0.17,0.27,0.1,0.27,Matches,c9151d66
2278,Mamadou Sakho,fr FRA,DF,Montpellier,fr Ligue 1,33-092,1990,14,7,758,8.4,1,0,1,1,0,0,2,0,0.5,0.5,0.2,0.7,0,32,2,0.12,0,0.12,0.12,0.12,0.06,0.02,0.08,0.06,0.08,Matches,87935cf3
2279,Jacopo Sala,it ITA,MF,Spezia,it Serie A,31-162,1991,6,1,112,1.2,0,0,0,0,0,0,1,0,0,0,0,0,2,6,3,0,0,0,0,0,0,0.01,0.01,0,0.01,Matches,da5a981b
2280,Ibrahim Salah,ma MAR,FWMF,Rennes,fr Ligue 1,21-259,2001,12,1,199,2.2,0,0,0,0,0,0,0,0,0.2,0.2,0.3,0.5,11,12,25,0,0,0,0,0,0.09,0.16,0.24,0.09,0.24,Matches,cad3fd4d
2281,Mohamed Salah,eg EGY,FW,Liverpool,eng Premier League,30-335,1992,36,35,3110,34.6,19,10,29,17,2,4,2,0,20.3,17.2,7.2,24.4,105,142,386,0.55,0.29,0.84,0.49,0.78,0.59,0.21,0.8,0.5,0.7,Matches,e342ad68
2282,Amine Salama,fr FRA,FWMF,Angers,fr Ligue 1,22-302,2000,25,12,1249,13.9,3,1,4,3,0,0,1,0,3,3,1.5,4.5,35,21,94,0.22,0.07,0.29,0.22,0.29,0.22,0.11,0.33,0.22,0.33,Matches,bc7cc472
2283,William Saliba,fr FRA,DF,Arsenal,eng Premier League,22-053,2001,27,27,2415,26.8,2,1,3,2,0,0,4,0,0.9,0.9,1.2,2.1,13,99,2,0.07,0.04,0.11,0.07,0.11,0.03,0.04,0.08,0.03,0.08,Matches,972aeb2a
2284,Dikeni Salifou,tg TOG,MF,Werder Bremen,de Bundesliga,19-342,2003,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,e1830c52
2285,Mohammed Salisu,gh GHA,DF,Southampton,eng Premier League,24-029,1999,22,21,1973,21.9,0,1,1,0,0,0,5,0,1.5,1.5,0.6,2.1,5,82,4,0,0.05,0.05,0,0.05,0.07,0.03,0.1,0.07,0.1,Matches,0b33f6ad
2286,Roland Sallai,hu HUN,MFFW,Freiburg,de Bundesliga,25-359,1997,17,8,823,9.1,1,1,2,1,0,0,5,0,2.5,2.5,0.6,3.1,18,13,59,0.11,0.11,0.22,0.11,0.22,0.27,0.07,0.34,0.27,0.34,Matches,bf075f6b
2287,Yoann Salmier,gf GUF,DF,Troyes,fr Ligue 1,30-176,1992,30,29,2470,27.4,1,0,1,1,0,0,5,1,1.1,1.1,0.4,1.6,22,116,8,0.04,0,0.04,0.04,0.04,0.04,0.02,0.06,0.04,0.06,Matches,c3725db2
2288,Salvi,es ESP,FWMF,Rayo Vallecano,es La Liga,32-047,1991,21,4,452,5,0,0,0,0,0,0,2,0,0.4,0.4,0.6,1,24,11,48,0,0,0,0,0,0.08,0.12,0.2,0.08,0.2,Matches,405f267a
2289,Lazar Samardzic,rs SRB,MF,Udinese,it Serie A,21-081,2002,34,16,1584,17.6,5,4,9,5,0,0,1,0,2.2,2.2,3.5,5.7,29,89,54,0.28,0.23,0.51,0.28,0.51,0.12,0.2,0.33,0.12,0.33,Matches,217c93a1
2290,Diadie Samassékou,ml MLI,MFFW,Hoffenheim,de Bundesliga,27-125,1996,2,1,34,0.4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,Matches,8593525
2291,Mama Samba Baldé,gw GNB,FW,Troyes,fr Ligue 1,27-191,1995,32,29,2544,28.3,12,3,15,10,2,2,6,2,10.5,9,2.1,11.1,46,54,171,0.42,0.11,0.53,0.35,0.46,0.37,0.08,0.45,0.32,0.39,Matches,fb14aa28
2292,Brice Samba,fr FRA,GK,Lens,fr Ligue 1,29-021,1994,35,35,3150,35,0,0,0,0,0,0,3,0,0,0,0.1,0.1,0,1,0,0,0,0,0,0,0,0,0,0,0,Matches,60d90c55
2293,Albert Sambi Lokonga,be BEL,MF,Arsenal,eng Premier League,23-206,1999,6,2,198,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2,0,0,0,0,0,0,0.01,0.01,0,0.01,Matches,1b4f1169
2294,Albert Sambi Lokonga,be BEL,MF,Crystal Palace,eng Premier League,23-206,1999,9,6,536,6,0,0,0,0,0,0,2,0,0.2,0.2,0,0.2,2,20,2,0,0,0,0,0,0.03,0.01,0.03,0.03,0.03,Matches,1b4f1169
2295,Junior Sambia,fr FRA,DF,Salernitana,it Serie A,26-251,1996,20,7,655,7.3,0,0,0,0,0,0,3,0,0.6,0.6,0.9,1.4,21,26,34,0,0,0,0,0,0.08,0.12,0.2,0.08,0.2,Matches,24eb7ed6
2296,Samuel,br BRA,FWMF,Valencia,es La Liga,23-144,1999,34,31,2666,29.6,5,1,6,5,0,0,4,0,7.2,7.2,1.9,9,128,86,239,0.17,0.03,0.2,0.17,0.2,0.24,0.06,0.31,0.24,0.31,Matches,2a295d33
2297,Fede San Emeterio,es ESP,MF,Cádiz,es La Liga,26-061,1997,29,22,1666,18.5,0,0,0,0,0,0,10,0,0.2,0.2,0.1,0.4,1,42,10,0,0,0,0,0,0.01,0.01,0.02,0.01,0.02,Matches,efecd633
2298,Antonio Sanabria,py PAR,FW,Torino,it Serie A,27-073,1996,30,25,2173,24.1,11,3,14,10,1,1,4,0,8.6,7.8,2.7,10.5,15,42,125,0.46,0.12,0.58,0.41,0.54,0.35,0.11,0.47,0.32,0.43,Matches,0a447501
2299,Leandro Sanca,pt POR,FWMF,Spezia,it Serie A,23-132,2000,4,0,32,0.4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,Matches,4295f19c
2300,Oihan Sancet,es ESP,MF,Athletic Club,es La Liga,23-021,2000,32,29,2273,25.3,9,2,11,7,2,2,5,1,7,5.5,3.5,8.9,84,141,144,0.36,0.08,0.44,0.28,0.36,0.28,0.14,0.42,0.22,0.35,Matches,bdb624a3
2301,Renato Sanches,pt POR,MF,Paris S-G,fr Ligue 1,25-271,1997,20,5,582,6.5,2,0,2,2,0,0,1,0,0.9,0.9,1.7,2.6,24,48,20,0.31,0,0.31,0.31,0.31,0.13,0.26,0.4,0.13,0.4,Matches,032f894e
2302,Alexis Sánchez,cl CHI,FWMF,Marseille,fr Ligue 1,34-148,1988,32,29,2435,27.1,14,3,17,12,2,3,3,0,12.3,9.9,5.5,15.4,41,122,214,0.52,0.11,0.63,0.44,0.55,0.45,0.2,0.66,0.37,0.57,Matches,2c0f8e9e
2303,Antonio Sánchez,es ESP,MFDF,Mallorca,es La Liga,26-135,1997,29,10,1007,11.2,0,0,0,0,0,0,4,0,0.6,0.6,0.8,1.4,19,33,54,0,0,0,0,0,0.05,0.07,0.12,0.05,0.12,Matches,a254bbe0
2304,Davinson Sánchez,co COL,DF,Tottenham,eng Premier League,26-338,1996,16,6,678,7.5,0,0,0,0,0,0,1,0,0.3,0.3,0.1,0.4,5,30,4,0,0,0,0,0,0.04,0.01,0.05,0.04,0.05,Matches,da7b447d
2305,Iván Sánchez,es ESP,MFFW,Valladolid,es La Liga,30-235,1992,25,13,1154,12.8,1,1,2,1,0,0,0,0,0.8,0.8,1.6,2.4,58,65,61,0.08,0.08,0.16,0.08,0.16,0.06,0.12,0.19,0.06,0.19,Matches,70107d4d
2306,Javi Sánchez,es ESP,DF,Valladolid,es La Liga,26-063,1997,28,24,2106,23.4,1,0,1,1,0,0,10,0,0.7,0.7,0.1,0.8,20,67,5,0.04,0,0.04,0.04,0.04,0.03,0,0.04,0.03,0.04,Matches,60359288
2307,Manuel Sánchez,es ESP,DF,Osasuna,es La Liga,22-265,2000,27,18,1764,19.6,0,2,2,0,0,0,3,0,0.8,0.8,1.6,2.4,37,88,89,0,0.1,0.1,0,0.1,0.04,0.08,0.12,0.04,0.12,Matches,ffacd3d5
2308,Robert Sánchez,es ESP,GK,Brighton,eng Premier League,25-179,1997,23,23,2070,23,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,6a713852
2309,Jadon Sancho,eng ENG,FWMF,Manchester Utd,eng Premier League,23-052,2000,23,18,1436,16,5,2,7,5,0,0,0,0,3.4,3.4,2.7,6.1,70,65,150,0.31,0.13,0.44,0.31,0.44,0.22,0.17,0.38,0.22,0.38,Matches,dbf053da
2310,Alex Sandro,br BRA,DF,Juventus,it Serie A,32-110,1991,24,20,1725,19.2,0,1,1,0,0,0,5,1,0.2,0.2,0.9,1.1,50,96,24,0,0.05,0.05,0,0.05,0.01,0.05,0.06,0.01,0.06,Matches,0d82903c
2311,Leroy Sané,de GER,MFFW,Bayern Munich,de Bundesliga,27-125,1996,30,19,1898,21.1,8,6,14,8,0,0,4,0,7.6,7.6,4.3,11.8,68,130,183,0.38,0.28,0.66,0.38,0.66,0.36,0.2,0.56,0.36,0.56,Matches,2b114be3
2312,Sidi Sané,de GER,FW,Schalke 04,de Bundesliga,20-025,2003,1,0,25,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,6a52a6c6
2313,Morgan Sanson,fr FRA,MF,Aston Villa,eng Premier League,28-271,1994,2,0,11,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Matches,6e7f1353
2314,Morgan Sanson,fr FRA,MF,Strasbourg,fr Ligue 1,28-271,1994,15,15,1161,12.9,1,2,3,1,0,0,1,0,2.7,2.7,1.7,4.3,33,38,57,0.08,0.16,0.23,0.08,0.23,0.21,0.13,0.34,0.21,0.34,Matches,6e7f1353
2315,Nicola Sansone,it ITA,FW,Bologna,it Serie A,31-248,1991,15,8,664,7.4,3,1,4,3,0,0,2,0,2.6,2.6,0.5,3.1,16,12,65,0.41,0.14,0.54,0.41,0.54,0.35,0.07,0.42,0.35,0.42,Matches,7eb97a8e
2316,Baptiste Santamaria,fr FRA,MF,Rennes,fr Ligue 1,28-068,1995,22,17,1543,17.1,1,0,1,1,0,0,2,0,0.9,0.9,0.6,1.5,12,126,19,0.06,0,0.06,0.06,0.06,0.05,0.04,0.09,0.05,0.09,Matches,5e22e2a4
2317,Riccardo Saponara,it ITA,FW,Fiorentina,it Serie A,31-146,1991,26,12,1066,11.8,3,2,5,3,0,0,3,0,2.7,2.7,3,5.7,51,49,109,0.25,0.17,0.42,0.25,0.42,0.22,0.26,0.48,0.22,0.48,Matches,3bb7af3b
2318,Pablo Sarabia,es ESP,FWMF,Wolves,eng Premier League,31-005,1992,12,8,696,7.7,1,0,1,1,0,0,3,0,2.9,2.9,0.8,3.7,14,36,46,0.13,0,0.13,0.13,0.13,0.38,0.1,0.48,0.38,0.48,Matches,9744ff80
2319,Pablo Sarabia,es ESP,FWMF,Paris S-G,fr Ligue 1,31-005,1992,14,3,370,4.1,0,0,0,0,0,0,1,0,1.3,1.3,1.3,2.7,9,18,37,0,0,0,0,0,0.32,0.33,0.64,0.32,0.64,Matches,9744ff80
2320,Muhammed Saracevic Cham,at AUT,MF,Clermont Foot,fr Ligue 1,22-232,2000,35,21,1812,20.1,7,3,10,5,2,2,2,0,5.5,4,2.5,6.5,63,89,109,0.35,0.15,0.5,0.25,0.4,0.28,0.12,0.4,0.2,0.32,Matches,f527a32c
2321,Jeremy Sarmiento,ec ECU,MF,Brighton,eng Premier League,20-334,2002,9,1,176,2,0,1,1,0,0,0,1,0,0.3,0.3,0.2,0.5,5,11,20,0,0.51,0.51,0,0.51,0.17,0.11,0.28,0.17,0.28,Matches,ac0d576d
2322,Amin Sarr,se SWE,FW,Lyon,fr Ligue 1,22-066,2001,11,6,515,5.7,1,1,2,1,0,0,0,0,1.2,1.2,0.4,1.6,10,8,46,0.17,0.17,0.35,0.17,0.35,0.21,0.07,0.28,0.21,0.28,Matches,d5326924
2323,Bouna Sarr,sn SEN,FW,Bayern Munich,de Bundesliga,31-105,1992,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,1a4b9094
2324,Malang Sarr,fr FRA,DF,Monaco,fr Ligue 1,24-113,1999,13,8,716,8,0,0,0,0,0,0,3,0,0,0,0,0,5,59,2,0,0,0,0,0,0,0,0.01,0,0.01,Matches,4315f30d
2325,Martin Satriano,uy URU,FW,Empoli,it Serie A,22-085,2001,29,20,1663,18.5,2,1,3,2,0,0,4,0,3.8,3.8,1.2,5,29,21,124,0.11,0.05,0.16,0.11,0.16,0.2,0.07,0.27,0.2,0.27,Matches,86383d0e
2326,Téji Savanier,fr FRA,MF,Montpellier,fr Ligue 1,31-145,1991,27,27,2296,25.5,10,2,12,5,5,5,4,3,7.4,3.4,4.9,8.3,43,191,105,0.39,0.08,0.47,0.2,0.27,0.29,0.19,0.48,0.13,0.32,Matches,6bde367b
2327,Esteban Saveljich,me MNE,FW,Rayo Vallecano,es La Liga,31-361,1991,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,79f2a5f5
2328,Stefan Savić,me MNE,DF,Atlético Madrid,es La Liga,32-128,1991,21,21,1853,20.6,0,0,0,0,0,0,4,2,0.2,0.2,0,0.2,20,74,6,0,0,0,0,0,0.01,0,0.01,0.01,0.01,Matches,f6ac68c1
2329,Joe Scally,us USA,DF,M'Gladbach,de Bundesliga,20-136,2002,28,25,2208,24.5,0,0,0,0,0,0,2,0,0.5,0.5,1.8,2.3,29,57,60,0,0,0,0,0,0.02,0.07,0.09,0.02,0.09,Matches,236f02cd
2330,Giorgio Scalvini,it ITA,DF,Atalanta,it Serie A,19-156,2003,29,26,2096,23.3,2,1,3,2,0,0,7,0,1.2,1.2,0.2,1.4,20,147,31,0.09,0.04,0.13,0.09,0.13,0.05,0.01,0.06,0.05,0.06,Matches,1e9aa637
2331,Gianluca Scamacca,it ITA,FW,West Ham,eng Premier League,24-135,1999,16,11,926,10.3,3,0,3,3,0,0,3,0,2.5,2.5,0.7,3.1,13,17,48,0.29,0,0.29,0.29,0.29,0.24,0.07,0.31,0.24,0.31,Matches,8790f988
2332,Gustavo Scarpa,br BRA,MFFW,Nott'ham Forest,eng Premier League,29-131,1994,6,2,181,2,0,0,0,0,0,0,1,0,0.3,0.3,0,0.3,9,12,4,0,0,0,0,0,0.13,0.02,0.14,0.13,0.14,Matches,2964fd20
2333,Kevin Schade,de GER,FW,Brentford,eng Premier League,21-170,2001,16,6,634,7,0,1,1,0,0,0,2,0,2.1,2.1,1.1,3.2,18,13,49,0,0.14,0.14,0,0.14,0.29,0.16,0.45,0.29,0.45,Matches,52afb588
2334,Kevin Schade,de GER,FWMF,Freiburg,de Bundesliga,21-170,2001,8,1,182,2,1,0,1,1,0,0,0,0,0.2,0.2,0,0.2,7,3,20,0.49,0,0.49,0.49,0.49,0.12,0,0.12,0.12,0.12,Matches,52afb588
2335,András Schäfer,hu HUN,MF,Union Berlin,de Bundesliga,24-033,1999,16,10,860,9.6,0,0,0,0,0,0,0,0,0.4,0.4,0.2,0.6,15,26,18,0,0,0,0,0,0.05,0.02,0.07,0.05,0.07,Matches,049751d7
2336,Fabian Schär,ch SUI,DF,Newcastle Utd,eng Premier League,31-147,1991,33,33,2936,32.6,1,3,4,1,0,0,6,0,4.5,4.5,3.2,7.7,25,130,25,0.03,0.09,0.12,0.03,0.12,0.14,0.1,0.23,0.14,0.23,Matches,c8aa95da
2337,Derry Scherhant,de GER,FWMF,Hertha BSC,de Bundesliga,20-187,2002,9,2,240,2.7,1,0,1,1,0,0,0,0,0.2,0.2,0.1,0.3,4,1,13,0.37,0,0.37,0.37,0.37,0.08,0.04,0.12,0.08,0.12,Matches,93cba339
2338,Patrik Schick,cz CZE,FW,Leverkusen,de Bundesliga,27-112,1996,14,10,941,10.5,3,1,4,3,0,0,0,0,4.6,4.6,0.6,5.1,8,11,68,0.29,0.1,0.38,0.29,0.38,0.44,0.05,0.49,0.44,0.49,Matches,5d4f7d61
2339,Kingsley Schindler,gh GHA,DFMF,Köln,de Bundesliga,29-308,1993,27,8,1046,11.6,0,1,1,0,0,0,4,0,2.2,2.2,0.7,2.9,18,44,74,0,0.09,0.09,0,0.09,0.19,0.06,0.25,0.19,0.25,Matches,bd527260
2340,Xaver Schlager,at AUT,MF,RB Leipzig,de Bundesliga,25-230,1997,21,16,1476,16.4,1,1,2,1,0,0,2,0,0.3,0.3,0.6,0.9,22,73,12,0.06,0.06,0.12,0.06,0.12,0.02,0.04,0.05,0.02,0.05,Matches,8f056768
2341,Keven Schlotterbeck,de GER,DF,Freiburg,de Bundesliga,26-018,1997,2,0,14,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,f6bdc830
2342,Keven Schlotterbeck,de GER,DF,Bochum,de Bundesliga,26-018,1997,11,8,690,7.7,1,0,1,1,0,0,3,0,1.3,1.3,0.5,1.8,0,20,3,0.13,0,0.13,0.13,0.13,0.17,0.07,0.24,0.17,0.24,Matches,f6bdc830
2343,Nico Schlotterbeck,de GER,DF,Dortmund,de Bundesliga,23-166,1999,27,27,2251,25,4,4,8,4,0,0,3,0,1.6,1.6,1.5,3.1,39,158,14,0.16,0.16,0.32,0.16,0.32,0.06,0.06,0.12,0.06,0.12,Matches,34e12499
2344,Jeffrey Schlupp,gh GHA,MFFW,Crystal Palace,eng Premier League,30-144,1992,34,30,2531,28.1,3,1,4,3,0,0,7,0,3.2,3.2,1.4,4.6,32,98,67,0.11,0.04,0.14,0.11,0.14,0.11,0.05,0.17,0.11,0.17,Matches,3312f911
2345,Kasper Schmeichel,dk DEN,GK,Nice,fr Ligue 1,36-192,1986,33,33,2970,33,0,0,0,0,0,0,0,0,0,0,0.4,0.4,0,0,0,0,0,0,0,0,0,0.01,0.01,0,0.01,Matches,53af52f3
2346,Jonathan Schmid,fr FRA,DF,Freiburg,de Bundesliga,32-328,1990,2,0,40,0.4,0,0,0,0,0,0,0,0,0.3,0.3,0.1,0.4,1,1,6,0,0,0,0,0,0.7,0.2,0.9,0.7,0.9,Matches,088ca1bd
2347,Romano Schmid,at AUT,MFFW,Werder Bremen,de Bundesliga,23-109,2000,25,14,1385,15.4,0,3,3,0,0,0,3,0,1,1,2,3.1,31,71,75,0,0.19,0.19,0,0.19,0.07,0.13,0.2,0.07,0.2,Matches,220ace7e
2348,Kenneth Schmidt,de GER,DF,Freiburg,de Bundesliga,20-347,2002,3,1,102,1.1,0,0,0,0,0,0,0,0,0,0,0,0,4,11,0,0,0,0,0,0,0,0,0,0,0,Matches,7d31f1cb
2349,Niklas Schmidt,de GER,MF,Werder Bremen,de Bundesliga,25-076,1998,22,10,1021,11.3,3,0,3,3,0,0,3,0,1.5,1.5,1.3,2.8,26,63,43,0.26,0,0.26,0.26,0.26,0.13,0.11,0.25,0.13,0.25,Matches,b9ae8560
2350,Benno Schmitz,de GER,DF,Köln,de Bundesliga,28-180,1994,29,28,2282,25.4,1,0,1,1,0,0,5,0,0.4,0.4,2.4,2.8,46,138,121,0.04,0,0.04,0.04,0.04,0.02,0.1,0.11,0.02,0.11,Matches,ad00b1a8
2351,Jerdy Schouten,nl NED,MF,Bologna,it Serie A,26-124,1997,31,27,2355,26.2,0,2,2,0,0,0,3,0,0.4,0.4,1.5,1.9,13,124,25,0,0.08,0.08,0,0.08,0.02,0.06,0.07,0.02,0.07,Matches,2cfae697
2352,Perr Schuurs,nl NED,DF,Torino,it Serie A,23-171,1999,27,25,2080,23.1,0,2,2,0,0,0,5,0,0.7,0.7,0.4,1.2,13,53,2,0,0.09,0.09,0,0.09,0.03,0.02,0.05,0.03,0.05,Matches,e613313c
2353,Marvin Schwäbe,de GER,GK,Köln,de Bundesliga,28-021,1995,32,32,2880,32,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Matches,87436846
2354,Alexander Schwolow,de GER,GK,Schalke 04,de Bundesliga,30-348,1992,22,21,1945,21.6,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.2,0,0,0,0,0,0,0,0,0,0,0.01,0,0.01,Matches,0d55d942
2355,Demba Seck,sn SEN,MFFW,Torino,it Serie A,22-095,2001,18,6,508,5.6,0,0,0,0,0,0,0,0,0.6,0.6,0.6,1.2,27,16,41,0,0,0,0,0,0.11,0.1,0.21,0.11,0.21,Matches,16463a79
2356,Haris Seferović,ch SUI,FW,Celta Vigo,es La Liga,31-083,1992,14,9,766,8.5,3,0,3,3,0,0,3,0,1.7,1.7,0.3,2,12,14,41,0.35,0,0.35,0.35,0.35,0.21,0.03,0.23,0.21,0.23,Matches,a45eac1f
2357,Jacopo Segre,it ITA,DF,Torino,it Serie A,26-088,1997,1,0,21,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,3cb132e6
2358,Paul Seguin,de GER,MF,Union Berlin,de Bundesliga,28-048,1995,19,4,663,7.4,1,3,4,1,0,0,4,0,1.2,1.2,2,3.2,13,40,28,0.14,0.41,0.54,0.14,0.54,0.16,0.27,0.43,0.16,0.43,Matches,8872ed17
2359,Alidu Seidu,gh GHA,DF,Clermont Foot,fr Ligue 1,22-346,2000,25,25,2188,24.3,0,0,0,0,0,0,9,1,0.1,0.1,0.5,0.6,24,58,35,0,0,0,0,0,0,0.02,0.02,0,0.02,Matches,cea59f02
2360,Davie Selke,de GER,FW,Hertha BSC,de Bundesliga,28-116,1995,13,3,282,3.1,1,1,2,0,1,1,1,0,1.2,0.4,0.9,1.3,3,5,22,0.32,0.32,0.64,0,0.32,0.39,0.28,0.66,0.14,0.41,Matches,1238a3f9
2361,Davie Selke,de GER,FW,Köln,de Bundesliga,28-116,1995,15,11,778,8.6,5,0,5,5,0,0,2,0,2.8,2.8,0.7,3.5,7,15,39,0.58,0,0.58,0.58,0.58,0.32,0.08,0.41,0.32,0.41,Matches,1238a3f9
2362,Matz Sels,be BEL,GK,Strasbourg,fr Ligue 1,31-079,1992,35,35,3150,35,0,0,0,0,0,0,2,0,0,0,0.3,0.3,0,0,0,0,0,0,0,0,0,0.01,0.01,0,0.01,Matches,834b5c4c
2363,Nélson Semedo,pt POR,DF,Wolves,eng Premier League,29-181,1993,34,29,2452,27.2,0,1,1,0,0,0,10,1,0.3,0.3,0.7,1,46,102,138,0,0.04,0.04,0,0.04,0.01,0.03,0.04,0.01,0.04,Matches,d04b94db
