Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches,-9999
1628,Răzvan Marin,ro ROU,MF,Empoli,it Serie A,26-358,1996,33,28,2538,28.2,2,4,6,2,0,0,7,0,1.4,1.4,4.2,5.5,35,118,26,0.07,0.14,0.21,0.07,0.21,0.05,0.15,0.2,0.05,0.2,Matches,7fac99d4
1629,Diego Mariño,es ESP,GK,Almería,es La Liga,33-007,1990,1,0,45,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,d9235a45
1630,Guillermo Maripán,cl CHI,DF,Monaco,fr Ligue 1,29-010,1994,24,23,1977,22,3,0,3,3,0,0,5,1,1.6,1.6,0.1,1.7,5,59,0,0.14,0,0.14,0.14,0.14,0.07,0.01,0.08,0.07,0.08,Matches,d9764034
1631,Marlon,br BRA,DF,Monza,it Serie A,27-251,1995,25,17,1463,16.3,0,0,0,0,0,0,6,0,0.1,0.1,0.3,0.4,15,49,11,0,0,0,0,0,0.01,0.02,0.03,0.01,0.03,Matches,cdf65d12
1632,Omar Marmoush,eg EGY,FW,Wolfsburg,de Bundesliga,24-098,1999,31,15,1456,16.2,5,1,6,5,0,0,2,0,5.8,5.8,1,6.8,35,51,157,0.31,0.06,0.37,0.31,0.37,0.36,0.06,0.42,0.36,0.42,Matches,0e0102eb
1633,Marquinhos,br BRA,MF,Arsenal,eng Premier League,20-039,2003,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,59878425
1634,Marquinhos,br BRA,DF,Paris S-G,fr Ligue 1,29-002,1994,31,29,2617,29.1,2,0,2,2,0,0,4,0,1.9,1.9,0.5,2.4,4,97,15,0.07,0,0.07,0.07,0.07,0.07,0.02,0.08,0.07,0.08,Matches,d5f2f82b
1635,Luca Marrone,it ITA,DF,Monza,it Serie A,33-049,1990,2,2,135,1.5,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0,4,0,0,0,0,0,0,0.07,0,0.07,0.07,0.07,Matches,ea468ea8
1636,Eric Martel,de GER,MF,Köln,de Bundesliga,21-017,2002,27,21,1839,20.4,1,1,2,1,0,0,6,0,1.5,1.5,0.8,2.3,13,65,41,0.05,0.05,0.1,0.05,0.1,0.08,0.04,0.11,0.08,0.11,Matches,92a16062
1637,Roger Martí,es ESP,FW,Elche,es La Liga,32-133,1991,12,8,655,7.3,0,1,1,0,0,0,2,0,0.6,0.6,0.7,1.2,8,7,50,0,0.14,0.14,0,0.14,0.08,0.09,0.17,0.08,0.17,Matches,0ae4e09a
1638,Roger Martí,es ESP,FW,Cádiz,es La Liga,32-133,1991,12,8,586,6.5,1,0,1,1,0,0,1,0,1.5,1.5,0.5,1.9,7,5,30,0.15,0,0.15,0.15,0.15,0.22,0.07,0.29,0.22,0.29,Matches,0ae4e09a
1639,Anthony Martial,fr FRA,FW,Manchester Utd,eng Premier League,27-162,1995,18,9,829,9.2,5,2,7,4,1,1,0,0,5.3,4.5,1.4,5.9,13,30,70,0.54,0.22,0.76,0.43,0.65,0.57,0.15,0.72,0.49,0.64,Matches,8b788c01
1640,Aarón Martín,es ESP,DF,Mainz 05,de Bundesliga,26-024,1997,26,19,1752,19.5,5,3,8,5,0,1,3,0,2.2,1.4,2.8,4.2,25,82,61,0.26,0.15,0.41,0.26,0.41,0.11,0.14,0.25,0.07,0.21,Matches,2f3e911a
1641,Ander Martin,es ESP,MFFW,Real Sociedad,es La Liga,22-181,2000,3,0,41,0.5,0,0,0,0,0,0,0,0,0,0,0.1,0.1,1,3,0,0,0,0,0,0,0,0.26,0.26,0,0.26,Matches,e1e75690
1642,Andrés Martín,es ESP,FWMF,Rayo Vallecano,es La Liga,23-309,1999,8,3,201,2.2,0,0,0,0,0,0,1,0,0.4,0.4,0.5,0.9,3,4,22,0,0,0,0,0,0.19,0.22,0.41,0.19,0.41,Matches,2ae30661
1643,Carlos Martín,es ESP,MFDF,Atlético Madrid,es La Liga,21-024,2002,2,0,14,0.2,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0,0,2,0,0,0,0,0,0.41,0,0.41,0.41,0.41,Matches,64035864
1644,Iván Martín,es ESP,MF,Girona,es La Liga,24-091,1999,21,15,1373,15.3,3,3,6,3,0,0,2,0,2.4,2.4,2,4.4,21,40,77,0.2,0.2,0.39,0.2,0.39,0.16,0.13,0.29,0.16,0.29,Matches,ae48c5cb
1645,Jonas Martin,fr FRA,MF,Lille,fr Ligue 1,33-037,1990,10,1,196,2.2,0,0,0,0,0,0,2,0,0.1,0.1,0,0.1,4,17,1,0,0,0,0,0,0.06,0.01,0.07,0.06,0.07,Matches,468fdbad
1646,Martinelli,br BRA,FW,Arsenal,eng Premier League,21-332,2001,36,34,2789,31,15,5,20,15,0,0,3,0,9.3,9.3,9.1,18.4,124,94,350,0.48,0.16,0.65,0.48,0.65,0.3,0.29,0.59,0.3,0.59,Matches,48a5a5d6
1647,Arnau Martinez,es ESP,DF,Girona,es La Liga,20-021,2003,29,28,2372,26.4,3,3,6,3,0,0,11,0,1.7,1.7,3.5,5.2,53,102,94,0.11,0.11,0.23,0.11,0.23,0.06,0.13,0.2,0.06,0.2,Matches,c3e66ffe
1648,Emiliano Martínez,ar ARG,GK,Aston Villa,eng Premier League,30-256,1992,34,34,2959,32.9,0,0,0,0,0,0,6,0,0,0,0.3,0.3,0,0,0,0,0,0,0,0,0,0.01,0.01,0,0.01,Matches,7956236f
1649,Iñigo Martínez,es ESP,DF,Athletic Club,es La Liga,31-364,1991,15,15,1338,14.9,1,0,1,1,0,0,1,0,0.8,0.8,0.3,1.1,11,60,4,0.07,0,0.07,0.07,0.07,0.06,0.02,0.08,0.06,0.08,Matches,3fc45c73
1650,Lautaro Martínez,ar ARG,FW,Inter,it Serie A,25-267,1997,35,25,2421,26.9,20,5,25,19,1,2,3,0,16.9,15.4,4.4,19.8,46,78,165,0.74,0.19,0.93,0.71,0.89,0.63,0.16,0.79,0.57,0.73,Matches,f7036e1c
1651,Lisandro Martínez,ar ARG,DF,Manchester Utd,eng Premier League,25-118,1998,27,24,2114,23.5,1,0,1,1,0,0,6,0,0.5,0.5,0.3,0.8,12,83,2,0.04,0,0.04,0.04,0.04,0.02,0.01,0.03,0.02,0.03,Matches,bac46a10
1652,Lucas Martínez Quarta,ar ARG,DF,Fiorentina,it Serie A,27-006,1996,24,22,1946,21.6,1,1,2,1,0,0,5,0,2.4,2.4,0.4,2.8,19,103,6,0.05,0.05,0.09,0.05,0.09,0.11,0.02,0.13,0.11,0.13,Matches,3ec3c1c9
1653,Roger Martínez,es ESP,DF,Espanyol,es La Liga,19-041,2004,1,0,7,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.34,0,0.34,0.34,0.34,Matches,937c6ae6
1654,Gelson Martins,pt POR,MFFW,Monaco,fr Ligue 1,28-005,1995,11,3,345,3.8,0,0,0,0,0,0,0,0,0.8,0.8,0.3,1.1,15,14,47,0,0,0,0,0,0.2,0.08,0.28,0.2,0.28,Matches,3ef0fa48
1655,Adam Marušić,me MNE,DF,Lazio,it Serie A,30-211,1992,32,31,2743,30.5,0,2,2,0,0,0,8,1,0.7,0.7,1.1,1.8,38,116,43,0,0.07,0.07,0,0.07,0.02,0.04,0.06,0.02,0.06,Matches,d4535821
1656,Omar Mascarell,es ESP,MFDF,Elche,es La Liga,30-103,1993,28,28,2447,27.2,0,1,1,0,0,0,6,0,0.4,0.4,1.1,1.5,27,116,6,0,0.04,0.04,0,0.04,0.02,0.04,0.05,0.02,0.05,Matches,11fd2b75
1657,Adam Masina,ma MAR,DF,Udinese,it Serie A,29-134,1994,12,6,614,6.8,2,0,2,2,0,0,2,0,0.1,0.1,0.2,0.3,4,19,6,0.29,0,0.29,0.29,0.29,0.01,0.03,0.04,0.01,0.04,Matches,de0f152c
1658,Jordi Masip,es ESP,GK,Valladolid,es La Liga,34-133,1989,24,24,2147,23.9,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,8fae77ea
1659,Erhan Mašović,rs SRB,DFMF,Bochum,de Bundesliga,24-175,1998,27,21,2008,22.3,4,0,4,4,0,0,3,0,2.5,2.5,1,3.5,4,55,4,0.18,0,0.18,0.18,0.18,0.11,0.04,0.16,0.11,0.16,Matches,a396fb61
1660,Han-Noah Massengo,fr FRA,MF,Auxerre,fr Ligue 1,21-313,2001,11,10,865,9.6,0,0,0,0,0,0,2,0,0.7,0.7,0.5,1.2,16,30,25,0,0,0,0,0,0.07,0.05,0.13,0.07,0.13,Matches,eba1e557
1661,Yanis Massolin,fr FRA,MF,Clermont Foot,fr Ligue 1,20-238,2002,6,0,60,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0.07,0,0.07,0.07,0.07,Matches,6ea05ca7
1662,Jaime Mata,es ESP,FW,Getafe,es La Liga,34-204,1988,15,2,195,2.2,0,1,1,0,0,0,5,0,0.8,0.8,0.6,1.4,1,5,10,0,0.46,0.46,0,0.46,0.36,0.28,0.63,0.36,0.63,Matches,02319ad7
1663,Pape Matar Sarr,sn SEN,MF,Tottenham,eng Premier League,20-244,2002,10,2,194,2.2,0,0,0,0,0,0,1,0,0.1,0.1,0,0.1,1,11,0,0,0,0,0,0,0.03,0.01,0.04,0.03,0.04,Matches,feb5d972
1664,Eliot Matazo,be BEL,MF,Monaco,fr Ligue 1,21-090,2002,21,12,1084,12,1,0,1,1,0,0,2,0,0.2,0.2,0.1,0.3,5,56,9,0.08,0,0.08,0.08,0.08,0.02,0.01,0.02,0.02,0.02,Matches,15944afd
1665,Jean-Philippe Mateta,fr FRA,FW,Crystal Palace,eng Premier League,25-322,1997,27,6,735,8.2,2,0,2,2,0,0,3,0,3.3,3.3,0.6,3.9,7,6,39,0.24,0,0.24,0.24,0.24,0.4,0.08,0.48,0.4,0.48,Matches,50e6dc35
1666,Nemanja Matić,rs SRB,MF,Roma,it Serie A,34-288,1988,33,16,1778,19.8,1,2,3,1,0,0,5,0,0.8,0.8,2.3,3.1,43,129,14,0.05,0.1,0.15,0.05,0.15,0.04,0.12,0.16,0.04,0.16,Matches,eb7822d7
1667,Joël Matip,cm CMR,DF,Liverpool,eng Premier League,31-281,1991,13,11,1002,11.1,1,0,1,1,0,0,3,0,0.7,0.7,0.3,0.9,27,55,1,0.09,0,0.09,0.09,0.09,0.06,0.02,0.08,0.06,0.08,Matches,b217ef29
1668,Henning Matriciani,de GER,DF,Schalke 04,de Bundesliga,23-063,2000,20,20,1704,18.9,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.2,16,41,8,0,0,0,0,0,0.01,0,0.01,0.01,0.01,Matches,ab3f1bdf
1669,Chrislain Matsima,fr FRA,DFMF,Lorient,fr Ligue 1,21-001,2002,6,2,227,2.5,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0,1,0,0,0,0,0,0,0.02,0,0.02,0.02,0.02,Matches,cf1ef7ec
1670,Chrislain Matsima,fr FRA,DF,Monaco,fr Ligue 1,21-001,2002,7,4,356,4,0,1,1,0,0,0,0,0,0.5,0.5,0.4,0.9,2,21,9,0,0.25,0.25,0,0.25,0.13,0.09,0.23,0.13,0.23,Matches,cf1ef7ec
1671,Jean Mattéo Bahoya,fr FRA,FWMF,Angers,fr Ligue 1,18-009,2005,10,2,270,3,0,0,0,0,0,0,0,0,0.5,0.5,0.4,0.9,9,3,20,0,0,0,0,0,0.17,0.12,0.29,0.17,0.29,Matches,70d4c949
1672,Azor Matusiwa,nl NED,MF,Reims,fr Ligue 1,25-018,1998,28,27,2306,25.6,0,0,0,0,0,0,4,0,0.4,0.4,0.9,1.3,14,195,15,0,0,0,0,0,0.02,0.03,0.05,0.02,0.05,Matches,a17a94d6
1673,Neal Maupay,fr FRA,FW,Everton,eng Premier League,26-275,1996,26,11,1109,12.3,1,0,1,1,0,0,4,0,4.7,4.7,0.6,5.3,7,10,61,0.08,0,0.08,0.08,0.08,0.38,0.05,0.43,0.38,0.43,Matches,4bcf39f6
1674,Aïman Maurer,ma MAR,MFFW,Clermont Foot,fr Ligue 1,18-233,2004,9,5,432,4.8,0,0,0,0,0,0,0,0,1.1,1.1,0.9,2,20,9,36,0,0,0,0,0,0.23,0.19,0.42,0.23,0.42,Matches,87d31635
1675,Stephy Mavididi,eng ENG,FW,Montpellier,fr Ligue 1,24-350,1998,23,13,1185,13.2,4,2,6,4,0,0,1,1,3.3,3.3,1.1,4.4,29,20,85,0.3,0.15,0.46,0.3,0.46,0.25,0.08,0.34,0.25,0.34,Matches,30144daa
1676,Konstantinos Mavropanos,gr GRE,DF,Stuttgart,de Bundesliga,25-156,1997,26,25,2176,24.2,2,1,3,2,0,0,9,1,3.9,3.9,1,4.9,29,107,11,0.08,0.04,0.12,0.08,0.12,0.16,0.04,0.2,0.16,0.2,Matches,963611
1677,Christian Mawissa,fr FRA,DF,Toulouse,fr Ligue 1,18-028,2005,2,1,98,1.1,0,0,0,0,0,0,1,0,0,0,0,0,1,6,1,0,0,0,0,0,0,0,0,0,0,Matches,2c70d915
1678,Philipp Max,de GER,DF,Eint Frankfurt,de Bundesliga,29-228,1993,9,8,649,7.2,0,1,1,0,0,0,1,0,0.7,0.7,1.5,2.2,13,30,48,0,0.14,0.14,0,0.14,0.09,0.21,0.3,0.09,0.3,Matches,826e8b63
1679,Eric Maxim Choupo-Moting,cm CMR,FW,Bayern Munich,de Bundesliga,34-054,1989,18,14,1092,12.1,10,2,12,10,0,1,0,0,6,5.2,1.8,7,10,42,76,0.82,0.16,0.99,0.82,0.99,0.49,0.15,0.64,0.43,0.58,Matches,0e6bc38c
1680,Luís Maximiano,pt POR,GK,Lazio,it Serie A,24-131,1999,1,1,5,0.1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,3318286e
1681,Keke Maximilian Topp,de GER,FW,Schalke 04,de Bundesliga,19-052,2004,1,0,20,0.2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.16,0,0.16,0.16,0.16,Matches,ebb32f3a
1682,Fernand Mayembo,cg CGO,DF,Ajaccio,fr Ligue 1,27-127,1996,11,8,707,7.9,0,0,0,0,0,0,1,0,1.2,1.2,0.1,1.2,2,11,1,0,0,0,0,0,0.15,0.01,0.16,0.15,0.16,Matches,b20cc590
1683,Borja Mayoral,es ESP,FW,Getafe,es La Liga,26-041,1997,33,33,2721,30.2,8,2,10,8,0,2,4,0,7.5,5.9,2.7,8.7,57,63,161,0.26,0.07,0.33,0.26,0.33,0.25,0.09,0.34,0.2,0.29,Matches,64e8ed6d
1684,Ibrahim Maza,de GER,FW,Hertha BSC,de Bundesliga,17-173,2005,1,0,26,0.3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,Matches,89b3bc5e
1685,Noussair Mazraoui,ma MAR,DFFW,Bayern Munich,de Bundesliga,25-183,1997,17,9,906,10.1,1,4,5,1,0,0,0,0,1.1,1.1,1.7,2.9,33,84,74,0.1,0.4,0.5,0.1,0.5,0.11,0.17,0.28,0.11,0.28,Matches,b74277a0
1686,Pasquale Mazzocchi,it ITA,DF,Salernitana,it Serie A,27-293,1995,24,21,1751,19.5,2,2,4,2,0,0,2,0,1.3,1.3,2.5,3.8,67,54,93,0.1,0.1,0.21,0.1,0.21,0.07,0.13,0.2,0.07,0.2,Matches,eb0ec070
1687,Kevin Mbabu,ch SUI,DFFW,Fulham,eng Premier League,28-027,1995,6,1,144,1.6,0,1,1,0,0,0,1,0,0,0,0.4,0.4,4,8,11,0,0.62,0.62,0,0.62,0,0.25,0.25,0,0.25,Matches,493924a7
1688,Kylian Mbappé,fr FRA,FW,Paris S-G,fr Ligue 1,24-147,1998,31,29,2548,28.3,26,4,30,24,2,4,5,0,23.4,20.1,6.8,26.9,153,118,425,0.92,0.14,1.06,0.85,0.99,0.83,0.24,1.07,0.71,0.95,Matches,42fd9c7f
1689,Mamadou Mbaye,sn SEN,DF,Cádiz,es La Liga,24-322,1998,11,7,733,8.1,0,0,0,0,0,0,1,0,0.1,0.1,0.2,0.3,2,13,1,0,0,0,0,0,0.01,0.03,0.04,0.01,0.04,Matches,8aae94b9
1690,Chancel Mbemba,cd COD,DF,Marseille,fr Ligue 1,28-281,1994,33,29,2579,28.7,4,0,4,4,0,0,2,0,2.9,2.9,0.3,3.3,42,152,41,0.14,0,0.14,0.14,0.14,0.1,0.01,0.11,0.1,0.11,Matches,e76cb9cc
1691,Bryan Mbeumo,cm CMR,FW,Brentford,eng Premier League,23-282,1999,36,34,2728,30.3,7,6,13,6,1,1,5,0,8.9,8.1,6.6,14.7,64,84,228,0.23,0.2,0.43,0.2,0.4,0.29,0.22,0.51,0.27,0.48,Matches,6afaebf2
1692,Jason Mbock,fr FRA,MFFW,Angers,fr Ligue 1,23-196,1999,2,0,25,0.3,0,0,0,0,0,0,0,0,0,0,0.3,0.3,0,1,2,0,0,0,0,0,0,1.1,1.1,0,1.1,Matches,890bc029
1693,Jean-Manuel Mbom,de GER,MF,Werder Bremen,de Bundesliga,23-081,2000,2,0,6,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Matches,1a5d7cb9
1694,Nathanael Mbuku,fr FRA,FWMF,Reims,fr Ligue 1,21-061,2002,6,0,66,0.7,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,4,3,6,0,0,0,0,0,0.12,0,0.12,0.12,0.12,Matches,46750e9c
1695,Nathanael Mbuku,fr FRA,MFFW,Augsburg,de Bundesliga,21-061,2002,2,0,34,0.4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Matches,46750e9c
1696,James McArthur,sct SCO,MF,Crystal Palace,eng Premier League,35-221,1987,3,0,31,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,cee31595
1697,Alex McCarthy,eng ENG,GK,Southampton,eng Premier League,33-164,1989,4,4,360,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,36c2ca73
1698,John McGinn,sct SCO,MFFW,Aston Villa,eng Premier League,28-210,1994,32,28,2513,27.9,1,3,4,1,0,0,6,0,2.2,2.2,2.6,4.9,32,132,66,0.04,0.11,0.14,0.04,0.14,0.08,0.09,0.17,0.08,0.17,Matches,90f91999
1699,Scott McKenna,sct SCO,DF,Nott'ham Forest,eng Premier League,26-185,1996,20,19,1571,17.5,0,0,0,0,0,0,4,0,0.1,0.1,1,1.1,5,35,2,0,0,0,0,0,0,0.06,0.06,0,0.06,Matches,4e5a4cbc
1700,Weston McKennie,us USA,MF,Leeds United,eng Premier League,24-261,1998,17,14,1295,14.4,0,0,0,0,0,0,7,0,0.6,0.6,0.5,1.1,13,76,23,0,0,0,0,0,0.04,0.03,0.08,0.04,0.08,Matches,01c3aff5
1701,Weston McKennie,us USA,MFDF,Juventus,it Serie A,24-261,1998,15,13,1052,11.7,1,1,2,1,0,0,0,0,0.9,0.9,0.7,1.6,19,39,54,0.09,0.09,0.17,0.09,0.17,0.08,0.06,0.14,0.08,0.14,Matches,01c3aff5
1702,Dwight McNeil,eng ENG,FWMF,Everton,eng Premier League,23-175,1999,34,26,2318,25.8,7,3,10,7,0,0,5,0,3.5,3.5,5.5,9,72,62,121,0.27,0.12,0.39,0.27,0.39,0.14,0.21,0.35,0.14,0.35,Matches,fc15fb84
1703,Scott McTominay,sct SCO,MF,Manchester Utd,eng Premier League,26-159,1996,21,10,1126,12.5,1,0,1,1,0,0,7,0,1.3,1.3,0.5,1.8,19,30,19,0.08,0,0.08,0.08,0.08,0.1,0.04,0.14,0.1,0.14,Matches,d93c2511
1704,Gary Medel,cl CHI,MFDF,Bologna,it Serie A,35-286,1987,26,16,1374,15.3,0,1,1,0,0,0,5,0,0.1,0.1,0.3,0.4,1,52,5,0,0.07,0.07,0,0.07,0,0.02,0.03,0,0.03,Matches,563a68ad
1705,Facundo Medina,ar ARG,DF,Lens,fr Ligue 1,23-353,1999,30,30,2599,28.9,2,3,5,2,0,0,6,0,2.4,2.4,0.9,3.3,75,226,29,0.07,0.1,0.17,0.07,0.17,0.08,0.03,0.11,0.08,0.11,Matches,6f5ec8bb
1706,Fernando Medrano,es ESP,DF,Celta Vigo,es La Liga,23-051,2000,1,0,13,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,d854c9d0
1707,Ben Mee,eng ENG,DF,Brentford,eng Premier League,33-237,1989,35,35,3089,34.3,3,1,4,3,0,0,2,0,3,3,1.2,4.3,8,83,14,0.09,0.03,0.12,0.09,0.12,0.09,0.04,0.12,0.09,0.12,Matches,8df7a2fb
1708,Bamo Meïté,ci CIV,DF,Lorient,fr Ligue 1,21-330,2001,15,14,1329,14.8,1,0,1,1,0,0,5,0,0.7,0.7,0.1,0.8,9,28,0,0.07,0,0.07,0.07,0.07,0.05,0.01,0.06,0.05,0.06,Matches,04ac78d2
1709,Soualiho Meïté,fr FRA,MF,Cremonese,it Serie A,29-060,1994,28,25,2096,23.3,0,1,1,0,0,0,5,0,0.4,0.4,0.5,0.9,25,73,19,0,0.04,0.04,0,0.04,0.02,0.02,0.04,0.02,0.04,Matches,5cec2c74
1710,Farid El Melali,dz ALG,DFFW,Angers,fr Ligue 1,26-011,1997,15,9,761,8.5,0,0,0,0,0,0,1,0,1.1,1.1,0.2,1.3,39,22,51,0,0,0,0,0,0.13,0.02,0.15,0.13,0.15,Matches,d21e361a
1711,Gonzalo Melero,es ESP,MF,Almería,es La Liga,29-134,1994,24,21,1652,18.4,4,3,7,3,1,1,4,0,2.8,2,1.4,3.4,26,90,32,0.22,0.16,0.38,0.16,0.33,0.15,0.08,0.23,0.11,0.19,Matches,3902e91b
1712,Birger Meling,no NOR,DF,Rennes,fr Ligue 1,28-150,1994,25,10,1192,13.2,0,1,1,0,0,0,2,1,0,0,0.9,0.9,37,90,74,0,0.08,0.08,0,0.08,0,0.07,0.07,0,0.07,Matches,70c52749
1713,Memphis,nl NED,FW,Barcelona,es La Liga,29-092,1994,2,2,114,1.3,1,0,1,1,0,0,0,0,0.9,0.9,0.1,1,2,7,19,0.79,0,0.79,0.79,0.79,0.68,0.11,0.79,0.68,0.79,Matches,8f696594
1714,Memphis,nl NED,FW,Atlético Madrid,es La Liga,29-092,1994,8,3,270,3,4,0,4,4,0,0,1,0,3,3,0.5,3.5,4,8,22,1.33,0,1.33,1.33,1.33,1,0.16,1.16,1,1.16,Matches,8f696594
1715,Houboulang Mendes,fr FRA,DF,Almería,es La Liga,25-012,1998,14,11,886,9.8,0,1,1,0,0,0,2,0,0,0,0.3,0.3,18,18,30,0,0.1,0.1,0,0.1,0,0.03,0.03,0,0.03,Matches,1545cf15
1716,Nuno Mendes,pt POR,DF,Paris S-G,fr Ligue 1,20-331,2002,23,18,1548,17.2,1,6,7,1,0,0,2,0,1,1,2.8,3.9,51,77,195,0.06,0.35,0.41,0.06,0.41,0.06,0.17,0.23,0.06,0.23,Matches,f20e4cc9
1717,Pedro Mendes,pt POR,DF,Montpellier,fr Ligue 1,32-227,1990,1,0,13,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,6690ef25
1718,Thiago Mendes,br BRA,MFDF,Lyon,fr Ligue 1,31-062,1992,29,22,2003,22.3,1,1,2,1,0,0,3,0,0.7,0.7,0.6,1.4,10,167,19,0.04,0.04,0.09,0.04,0.09,0.03,0.03,0.06,0.03,0.06,Matches,c6e5d20f
1719,Brais Méndez,es ESP,MF,Real Sociedad,es La Liga,26-129,1997,31,27,2214,24.6,7,3,10,7,0,0,6,0,5.2,5.2,2.7,7.9,35,119,123,0.28,0.12,0.41,0.28,0.41,0.21,0.11,0.32,0.21,0.32,Matches,c9e39d91
1720,Diego Méndez,es ESP,MF,Rayo Vallecano,es La Liga,19-260,2003,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,b151a3f2
1721,Antoine Mendy,fr FRA,DF,Nice,fr Ligue 1,18-354,2004,10,6,473,5.3,0,1,1,0,0,0,0,0,0.3,0.3,0.4,0.7,2,20,37,0,0.19,0.19,0,0.19,0.07,0.07,0.14,0.07,0.14,Matches,3.32E+299
1722,Arial Mendy,sn SEN,DF,Clermont Foot,fr Ligue 1,28-190,1994,5,1,223,2.5,0,0,0,0,0,0,0,0,0,0,0.1,0.1,6,7,22,0,0,0,0,0,0.02,0.03,0.05,0.02,0.05,Matches,9f0f4b49
1723,Batista Mendy,fr FRA,MFDF,Angers,fr Ligue 1,23-124,2000,32,32,2619,29.1,0,0,0,0,0,0,8,1,0.8,0.8,1.2,2,23,181,45,0,0,0,0,0,0.03,0.04,0.07,0.03,0.07,Matches,e472a6f6
1724,Edouard Mendy,sn SEN,GK,Chelsea,eng Premier League,31-076,1992,10,9,855,9.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,33887998
1725,Ferland Mendy,fr FRA,DF,Real Madrid,es La Liga,27-342,1995,16,15,1201,13.3,0,1,1,0,0,0,2,0,0.3,0.3,0.6,0.9,22,53,62,0,0.07,0.07,0,0.07,0.02,0.04,0.06,0.02,0.06,Matches,3cefcaef
1726,Nampalys Mendy,sn SEN,MF,Leicester City,eng Premier League,30-327,1992,17,7,735,8.2,1,0,1,1,0,0,1,0,0.1,0.1,0,0.2,2,28,4,0.12,0,0.12,0.12,0.12,0.02,0,0.02,0.02,0.02,Matches,1598599e
1727,Gideon Mensah,gh GHA,DF,Auxerre,fr Ligue 1,24-302,1998,23,23,1992,22.1,0,0,0,0,0,0,5,0,0.1,0.1,1.4,1.5,46,103,90,0,0,0,0,0,0,0.06,0.07,0,0.07,Matches,9bdd8118
1728,Chris Mepham,wls WAL,DF,Bournemouth,eng Premier League,25-192,1997,26,24,2199,24.4,0,0,0,0,0,0,7,0,0.7,0.7,0.2,0.9,2,42,1,0,0,0,0,0,0.03,0.01,0.04,0.03,0.04,Matches,fed96827
1729,Jorge Meré,es ESP,DF,Cádiz,es La Liga,26-029,1997,6,2,253,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,Matches,9f979eb2
1730,Alex Meret,it ITA,GK,Napoli,it Serie A,26-055,1997,32,32,2880,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,9413b19f
1731,Mikel Merino,es ESP,MF,Real Sociedad,es La Liga,26-328,1996,29,25,2226,24.7,1,9,10,1,0,1,4,1,3.7,3,4.5,7.5,26,151,97,0.04,0.36,0.4,0.04,0.4,0.15,0.18,0.33,0.12,0.3,Matches,d080ed5e
1732,Quentin Merlin,fr FRA,DF,Nantes,fr Ligue 1,21-000,2002,21,19,1564,17.4,0,2,2,0,0,0,1,0,0.5,0.5,2.6,3.2,40,83,83,0,0.12,0.12,0,0.12,0.03,0.15,0.18,0.03,0.18,Matches,0bfca6a1
